Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
6.0090           0.4693      -0.4517       0.9211   209.6
6.0100           0.5068       0.1507       0.3561    81.0
6.0110           0.5362       0.4792       0.0570    13.0
6.0120           0.5055       0.1314       0.3741    85.1
6.0130           0.4697      -0.4668       0.9365   213.1
6.0140           0.4694      -0.7417       1.2112   275.6
6.0150           0.4867      -0.6019       1.0887   247.7
6.0160           0.5010      -0.2473       0.7482   170.3
6.0170           0.5089       0.1183       0.3906    88.9
6.0180           0.5123       0.3720       0.1403    31.9
6.0190           0.5132       0.4572       0.0560    12.8
6.0200           0.5119       0.3579       0.1540    35.0
6.0210           0.5085       0.0909       0.4176    95.0
6.0220           0.4981      -0.2823       0.7804   177.6
